Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_7.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_8.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_7.raw
P42567	P42567	EPS15_MOUSE	Eps15	Epidermal growth factor receptor substrate 15	1208	1610.73	6784.01										1018.62	2489.94	1042.78	676.352	915.081	691.683	738.791	1137.03	1083.98	1330.71			929.932	1111.36
P42669	P42669	PURA_MOUSE	Pura	Transcriptional activator protein Pur-alpha	16644.1	13478.7	27708.9	9065.96		6383.97			55493.6			10731.7	10945.2	13214.6	8508.06	7988.86	9788.2	11164.3	12043.8	11292	8903.4	8438.84	8171.17	11204.4	11882.3	18939.7
P42867	P42867	GPT_MOUSE	Dpagt1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase															296.699	544.187	469.93	352.72	453.347	758.028	477.839	622.273		240.155	507.232	320.891
P42925	P42925	PXMP2_MOUSE	Pxmp2	Peroxisomal membrane protein 2	6107.86	5047.1		5015.83		2062.8						7865.37	5804.09	2612.88	6866.7	6477.53	7566.18	5098.79	6296.9	4656.53	5366.45	5539.04	1655.66	6796.85	6981.57	5033.11
P42932	P42932	TCPQ_MOUSE	Cct8	T-complex protein 1 subunit theta	10898.7	13484.4	4055.74	12414.6	12730	11726.2	133886		23086.4			12436.1	10621.4	10460.7	12421.5	12079.6	11908.5	13663.8	11284.9	14341.4	11418.4	10716.2	11994.9	11868.8	12221.2	10764.9
P43024	P43024	CX6A1_MOUSE	Cox6a1	Cytochrome c oxidase subunit 6A1, mitochondrial				1440.18								5692.3	5007.22		7063.88	4415.33	2514.19	3433.29	4443.89		4101.6	5116.43	1239.17	4797.28	5433.3	3486.6
P43142	P43142	GP182_MOUSE	Gpr182	G-protein coupled receptor 182	1631.67	667.726													352.766					370.847	706.427	835.935				
P43247	P43247	MSH2_MOUSE	Msh2	DNA mismatch repair protein Msh2						1728.31																				
P43274	P43274	H14_MOUSE	H1-4	Histone H1.4	81227.2	58086.6		191377	313478	261910						44005	65356.2	35578.6	48781.2	32231.8	24311.9	32167.4	33919.5	51183.5	31455.8	33088.3	89841.3	47562.3	83400.8	79167.3
P43276	P43276	H15_MOUSE	H1-5	Histone H1.5	2408.41	8616.65	3473.13	18555.9	9737.88	23196.6	47153.9		22505			6372.19	4728.82	132804	4246.31	4044.3	2424.14	2743.88	1649.71	4449.7	4836.94	3000.57	8686.49	7083.78	11419.9	11229.7
P43406	P43406	ITAV_MOUSE	Itgav	Integrin alpha-V			11419.3													286.603	599.549				760.043	676.326			955.512	
P43883	P43883	PLIN2_MOUSE	Plin2	Perilipin-2	1416.85															328.034	1212.91		467.667		670.478	1081.19			552.603	
P45376	P45376	ALDR_MOUSE	Akr1b1	Aldo-keto reductase family 1 member B1	11631.3	4253.55		3411.43	3400.16	2727.01							2972.26	9070.86	3033.98	2804.77	1660.45	3009.84	2077.58	3458.25	2133	2387.28	2468.77		1349.74	2150.14
P45377	P45377	ALD2_MOUSE	Akr1b8	Aldose reductase-related protein 2	11039.3	5184.77		29800.7	33631.1	33835.4						16769.5	15055.9	6674.4	16663.8	15151.4	15931.2	18604.3	17204.9	12885.3	11004.6	11486	19234.8	15618.9	20583.9	22122.8
P45591	P45591	COF2_MOUSE	Cfl2	Cofilin-2	2201.82			1713.41								384.97	2057.87		2336.4	1792.96	1635.09	2039.18	2386.71	1953.13	2267.3	2328.81		1734.63	2404.22	1904.92
P45700	P45700	MA1A1_MOUSE	Man1a1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	4952.12	2690.3		1306.03	4219.67	1353.59						4210.12	1533.89		1921.98	2381.47	1738.97	2475.48	2146.88	1874.44	2162.12	1784.41	3069.67	2922.05	1864.19	1792.63
P45878	P45878	FKBP2_MOUSE	Fkbp2	Peptidyl-prolyl cis-trans isomerase FKBP2	22040.1	17686.6	12087.1	11506.3	21552.1	11581.3						12658.8	14024.6	41678.4	14957.9	14223.2	15411.2	14852.8	8754.19	15532.5	14237.9	13923.2	18980.3	13166.2	18415.4	12750.6
P45952	P45952	ACADM_MOUSE	Acadm	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	46772.6	33022.5	20998.2	30624	19366	34203.8						45011.1	44503.8	27797.3	49218.6	54656.9	56818.3	51866	55659.7	52020.1	56490.8	56382.4	45899.9	55958.7	50906.1	51208.4
P46061	P46061	RAGP1_MOUSE	Rangap1	Ran GTPase-activating protein 1	1767.07	1831.57		3653.36	3404.4	7260.14						3493.66	2052.91		1753.18	1855.35	1212.98	2401.05	2094.95	3284.66	1908.92	2329.25	3268.77	3052.84	2865.23	3283.19
P46412	P46412	GPX3_MOUSE	Gpx3	Glutathione peroxidase 3			12835.4																							
P46460	P46460	NSF_MOUSE	Nsf	Vesicle-fusing ATPase	3110.04	4192.13	15374.1	3024.99		3256.56						1685.09	2076.7	8061.97	2503.59	2373.17	2542.8	2575.51	2235.88	2859.4	2154.16	2124.47	3091.43	2725.22	2958.25	4722.85
P46467	P46467;Q8VEJ9	VPS4B_MOUSE	Vps4b	Vacuolar protein sorting-associated protein 4B	5049.76	3710.79	12542.8	4195.83	4958.39	4332.24						5282.89	4116.42	6296.22	3582.71	2863.9	2661.48	3370.79	3444.52	4516.63	2979.69	2495.63	3826.72	5495.64	4027.55	3698.29
P46471	P46471	PRS7_MOUSE	Psmc2	26S proteasome regulatory subunit 7	7024.48	7204.55	5240.72	12665.4	11499.4	11351.1						8062.22	8035.63	10246.6	8120.86	7063.51	6973.7	7218.71	7060.33	9750.99	6488.44	6678.35	7738.08	8337.07	9720.1	7528.68
P46638	P46638;P62492	RB11B_MOUSE	Rab11b	Ras-related protein Rab-11B	9000.09	10542.1	37041.9	2856.49	1615.09	4330.47			18415.8			5537.25	4948.2	45548.4	6286.99	5770.35	6106.45	5676.79	5632.81	6155.62	5848.03	6239.94	7998.79	5617.5	8751	5260.93
P46656	P46656	ADX_MOUSE	Fdx1	Adrenodoxin, mitochondrial	4668.35	3469.61		3806.27	12388.4	2312.28						8662.89	5100.96		5344.48	5140.56	4559.12	6408.58	6139.77	5480.58	3830.81	5073.07	5157.87	6711.27	5040.1	3882.67
P46664	P28650;P46664	PURA2_MOUSE	Adss2	Adenylosuccinate synthetase isozyme 2	3503.79	3850.13		7000.05	17533.2	6925.82						6264.6	4747.62		4474.18	5431.77	5317.14	5756.89	4897.07	4982.96	4953.16	4619.81	6464.5	5680.12	5757.87	5063.49
P46735	P46735	MYO1B_MOUSE	Myo1b	Unconventional myosin-Ib	6283.68	6457.49	7756.79	1217.44	4556.27							4066.53	4493.06	5514.13	4987.8	5299.77	6891.26	5112.71	5896.36	5859.15	4358.84	5328	2713.39	6193.97	3804.91	6889.42
P46935	P46935	NEDD4_MOUSE	Nedd4	E3 ubiquitin-protein ligase NEDD4	3132.39	4791.65	1560.52	3707.13	899.15	2014.49						6521.54	3382.19		3080.63	3017.89	3206.57	2943.45	3435.6	2057.17	3240.45	3596.96	2978.51	3137.81	2429.96	3112.8
P46978	P46978	STT3A_MOUSE	Stt3a	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	17188.2	11556.3	10402.8	11916	17059.2	15308.4						18996.1	22325.7	15523.3	17945.7	18876	15401.4	22145.9	21105.5	20913.8	22423	22047	17486.5	18339.7	18528.6	22533
P47199	P47199	QOR_MOUSE	Cryz	Quinone oxidoreductase	18935.8	19359.2		23469.8	21795.8	21993						19203.7	17775.2	9786.68	18483.2	16646.6	16682.2	18832.3	17687.4	16830.6	17528.6	16162.7	19557.1	18048.5	19248.8	18796.1
P47738	P47738;Q62148	ALDH2_MOUSE	Aldh2	Aldehyde dehydrogenase, mitochondrial	113888	113215	9910.25	147897	67579.3	113916			7013.97	109925		169133	176784	107886	214765	221140	240704	211900	211182	199335	157839	162292	219184	198315	203839	124770
P47740	P47740	AL3A2_MOUSE	Aldh3a2	Aldehyde dehydrogenase family 3 member A2	10132.2	15460.6	37886.2	14665.6	6118.86							8260.95		4252.9	12765	18403	24887.2	27907.1	19603.2	28430.9			8963.31	17286.3	29357.1	
P47753	P47753	CAZA1_MOUSE	Capza1	F-actin-capping protein subunit alpha-1	3291.08	2514.87		1795.04								1846.53	2944.27		3004.87	2258.76	2342.73	2281.62	2148.09	2495.35	2871.23	3547.2	1788.16	2625.67	1836.55	2476.46
P47754	P47754	CAZA2_MOUSE	Capza2	F-actin-capping protein subunit alpha-2	13781.5	15810.9	71454.4	8681.63	7249.75	5166.44	164075		38443.5			10646.5	13027.9	16091.7	10630.6	8136.25	10038.2	11757.2	7518.44	13086.1	7401.21	10555.5	8263.21	11805.4	11114.8	19646.1
P47757	P47757	CAPZB_MOUSE	Capzb	F-actin-capping protein subunit beta	8078.64	6799.38	37794.4	5000.36	4064.86	5770.58	115442	85856	115315	140258		8048.83	11068.4	11077.1	9231.25	6768.12	8728.75	14352.7	6654.34	12790.8	7468.54	8580.18	9221.13	10950.9	9529.06	14970.2
P47758	P47758	SRPRB_MOUSE	Srprb	Signal recognition particle receptor subunit beta	2522.35	1767.63		1108.1		2159.94						4448.82	3163.79		3032.88	2324.81	2928.97	3330.39	3155.62	3201.99	2703.91	2674.71	3891.86	3631.97	2975.01	3525.94
P47791	P47791	GSHR_MOUSE	Gsr	Glutathione reductase, mitochondrial	9809.44	9752.78	2540.32	10236.2	10743	11160.2			9064.18			11792.4	9493.69	13059.1	10102.2	10462.4	10146.6	10782	10149.9	12230.8	6948.19	8173.88	11222.2	10835.8	10659.5	12327.5
P47802	P47802	MTX1_MOUSE	Mtx1	Metaxin-1													1845.43		1731.07	1576.27	2000.21	2477.38		1662.23	2774.91	1281.24	1617.06		1101.88	
P47811	P47811	MK14_MOUSE	Mapk14	Mitogen-activated protein kinase 14			26517.1	1714.01	1451.46	2916.04							2924.66		1981.62	1827.65	1812.42	2812.49	2288.1	3045.21	1973.56	1215.74	3661.52	2625.28	3333.53	4478.16
P47856	P47856	GFPT1_MOUSE	Gfpt1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	2852.04	1790.1										1634.85	1589.22	4395.22	1401.79	1109.87	1141.33	1208.07	1210.78	1531.44	1582.27	1672.26	890.524	1263.77	1888.13	1677.24
P47857	P47857	PFKAM_MOUSE	Pfkm	ATP-dependent 6-phosphofructokinase, muscle type	12068.4	7858.58	16057.7	3049.11	18338.5	3816.35							8345.85	22090.7	3498.12	4122.36	5414.77	6385.21	4383.81	5775.31	3940.56	4915.13	7096.7	5387.93	5344.18	5958.52
P47878	P47878	IBP3_MOUSE	Igfbp3	Insulin-like growth factor-binding protein 3				1291.29		210.318										582.249	704.035	714.445	477.826	735.594			820.163	747.888	1125.09	1151.98
P47911	P47911	RL6_MOUSE	Rpl6	Large ribosomal subunit protein eL6	102833	127297	66323.2	72539.4	70745.4	67202.3	223087		70715.8			70232.9	75992.2	125599	73637.8	74252.1	61210.4	87585.7	80379.3	60628.6	70595	65882.9	79457	84534.5	97573.6	97047.3
P47915	P47915	RL29_MOUSE	Rpl29	Large ribosomal subunit protein eL29	28775.2	26321.7		12239.1	90859.8	25295.4				31400.1		11381.5	17244.7	14423.9	16314.7	25273.8	17864.9	20752.7	14254.5	16137.1	13386.8	16299.8	28658.3	16774.2	18886.1	16232.9
P47934	P47934	CACP_MOUSE	Crat	Carnitine O-acetyltransferase	3437.72		2908.94										3427.04	8157.51	2317.06	2543.2	3247.4	2850.57	2039.87	2149.66	2140.33	1691.69	4726.5	3498.06	2306.7	1472.27
P47941	P47941	CRKL_MOUSE	Crkl	Crk-like protein	1939.73	1535.46	13256.6	2573.21	6430.54	1623.82						4106.19	3061.03	6413.24	2505.01	1355.52	893.439	1165.77	1608.73	2501.54	2376.87	2622.82	3424.92	2457.26	2098.75	2106.29
P47962	P47962	RL5_MOUSE	Rpl5	Large ribosomal subunit protein uL18	14503	13967.5	8675.72	11751.9	6148.49	8993.64	43672.4					10116.7	11964.7	9264.53	10947.9	10913.5	9492.43	12093.5	12522.7	11895.1	12311.3	11392.1	13644	11916.5	14094.6	14403
P47963	P47963	RL13_MOUSE	Rpl13	Large ribosomal subunit protein eL13	66755.7	73790.3	10943.8	35293.7	44507.4	38074.4				240696		40619.7	39966.2	70464.6	40078.1	38150.1	37759.1	44459.2	43280.5	41730.9	37205.4	36499.4	46331.6	36987	45944.6	40189.3
P47964	P47964	RL36_MOUSE	Rpl36	Large ribosomal subunit protein eL36	7373.39	7093.15	14602.9	14298.2	17733.6	8847.54						14894.5	12357.9	41189.7	11209.9	9831.09	9485.59	11120.7	11688.1	11065.1	10748.4	11885	10352	11848.1	12782.3	10916
P47968	P47968	RPIA_MOUSE	Rpia	Ribose-5-phosphate isomerase	1930.16		23509.3		5236.91	4802.96			33039.9	55472.4		5249.66	3028.48		1338.44	2092.54	1679.65	3629.74	2341.63	2301.71	1618.98	2804.61	1196.83		2076.48	3518.19
P48024	P48024;Q9CXU9	EIF1_MOUSE	Eif1	Eukaryotic translation initiation factor 1	3926.31	2532.77	13543.7	5179.04		2674.94							1118.12		1035.79	2770.69	1581.3	1796.04	2776.32	2361.52	2516.74	2049.59		2850.68	2241.88	2994.01
P48036	P48036	ANXA5_MOUSE	Anxa5	Annexin A5	11678.9	19744.7	243390	11920.4	7633.18	15194.4			23854.7			8591.62	15548.8	4867.18	14079.9	9439.63	10056.9	12255.4	10316.8	10026.6	13757.4	14815.8	10309.8	13321	8946.84	14485.3
P48193	P48193	EPB41_MOUSE	Epb41	Protein 4.1	4991.09	3484.75										4117.32	2121.39		2329.68	1295.52	1947.58	2973.23	1810.76	2142.44	2196.95	2178.62		2942.03	746.342	2529.15
P48410	P48410	ABCD1_MOUSE	Abcd1	ATP-binding cassette sub-family D member 1		1267.5													1747.71	1053.19	684.298	1256.51	1761.7	1314.34				1759.07	1392.37	
P48437	P48437	PROX1_MOUSE	Prox1	Prospero homeobox protein 1	541.215					2274.35							1561.63		1075.23	672.839	580.205	338.004	909.966	740.956	1381.37	681.254	837.498	953.98	1349.17	1699.65
P48678	P48678	LMNA_MOUSE	Lmna	Prelamin-A/C	36446.7	17522.7	101907	67309	67143.9	72791.3	305991	493817	358815	404735		25774.9	27679.7	166970	17736	18220.8	12473.9	26223	18120.3	32744.1	20234.9	18093.5	36679	26775	49511.5	92834.4
P48722	P48722	HS74L_MOUSE	Hspa4l	Heat shock 70 kDa protein 4L	2997.96	6650.93	5404.22	5164.3	5426.82	3509.79							2735.28		3181.1	2862.01	2623.09	2757.1	2418.51	3385.47	2934.07	2375.85	4684.39	3314.5	3726.66	3512.43
P48758	P48758	CBR1_MOUSE	Cbr1	Carbonyl reductase [NADPH] 1	27985.3	33304.1	26472.8	22957.5	45343.8	60645.5			11169.9			26436.3	27805.3	18642.8	33964.9	30500.2	20794.1	32810.1	22348.4	31284.4	30276.3	24927.3	38515	32082.8	31673.9	27997.2
P48771	P48771	CX7A2_MOUSE	Cox7a2	Cytochrome c oxidase subunit 7A2, mitochondrial	23370.3	14983.1		13159.7	5067.07	17731.1						18177.8	25357.8	13620	20221.7	22861.5	18399.4	23354.3	22127	21973	20570.3	25955.1	11200.4	21919.3	20737.7	24385.1
P48774	P48774	GSTM5_MOUSE	Gstm5	Glutathione S-transferase Mu 5	4890.38	3116.55		2052.95		2273.29							2312	3034.13	2395.69	1907.38	1903.34	1888.16	2961.75	2723.31	1528.87	1693.46	655.543	2588.6	2544.11	2779.97
P48776	P48776	T23O_MOUSE	Tdo2	Tryptophan 2,3-dioxygenase	2424.8	2517.37		8753.31	5360.35	13494.9						9475.87	9927.87	5210.85	8120.8	6608.23	7903.95	6880.82	8493.01	8018.04	7309.15	9257.41	7624.49	7524.85	6837.79	9399
P48962	P48962	ADT1_MOUSE	Slc25a4	ADP/ATP translocase 1			89717.5														5023.07		1342.95						2065.79	
P49025	P49025	CTRO_MOUSE	Cit	Citron Rho-interacting kinase															3472.13		634.078			1049.18			295.412			1848.44
P49138	P49138	MAPK2_MOUSE	Mapkapk2	MAP kinase-activated protein kinase 2		2338.45	4627.53										1239.95		1507.97	932.713	1010.93	591.26		1009.77	746.89				490.648	1122.42
P49182	P49182	HEP2_MOUSE	Serpind1	Heparin cofactor 2																1193.69					1241.27				590.869	
P49312	P49312	ROA1_MOUSE	Hnrnpa1	Heterogeneous nuclear ribonucleoprotein A1	6913.64	4075.9	55859.1	28592.4	177229	37431.4						14120.5	12181.8	37894.9	8068.48	7649.11	4280.61	7441.43	8133.52	10733.7	9490.85	8438.03	9561.43	8679.43	19016.6	15287.5
P49429	P49429	HPPD_MOUSE	Hpd	4-hydroxyphenylpyruvate dioxygenase	202872	227211		209555	91501	220710	135199					198399	196598	120295	221025	244541	190054	257840	230816	273246	169155	147786	208984	204124	234551	175754
P49442	P49442	INPP_MOUSE	Inpp1	Inositol polyphosphate 1-phosphatase	1358.02	1457.25		2557.5		2800.69						2050.55	2118.81		2444.03	1891.77	1313.19	2085.59	1458.43	1569.72	2634.41	2002.07	2583.28	1708.25	1772.47	2640.1
P49443	P36993;P49443	PPM1A_MOUSE	Ppm1a	Protein phosphatase 1A	5065.04	5255.65	14704.8	6316.25	6217.29	5115.66							3385.19	8095.4	2891.41	3987.83	4129.82	4247.05	4289.61	2755.8	3688.06	2525.89	5120.55	4130.98	4140.58	4812.72
P49586	P49586	PCY1A_MOUSE	Pcyt1a	Choline-phosphate cytidylyltransferase A	3759	2698.28	10634.3	8138.67	19547.3	14236.4						1035.82	3728.63		2714.71	2167.08	1552.05	2824.9	2425.4	3640.91	2672.32	2381.9	4084.07	3444.68	4986.78	5313.15
P49615	P49615	CDK5_MOUSE	Cdk5	Cyclin-dependent kinase 5	746.034		3685.78		1621.52								334.726	1781.07	967.172	658.84	473.188	544.331	444.557	543.762	584.872	578.421	589.215	859.48	779.078	1495.17
P49698	P49698	HNF4A_MOUSE	Hnf4a	Hepatocyte nuclear factor 4-alpha				1729.03									1005.27			279.98				828.383	701.681				570.513	987.963
P49722	P49722	PSA2_MOUSE	Psma2	Proteasome subunit alpha type-2	19368.8	25590	344695	10340.8	9047.36	19898.9	153348	141625	212706	189661		19672.7	25074.3	10779.6	14810.3	14894.5	10210.6	20377	13318.1	22106.5	14556.7	9452.38	23361.1	17361.3	17887.1	24251.9
P49935	P49935	CATH_MOUSE	Ctsh	Pro-cathepsin H		1401.4		1987.17		1615.1						3950.15	2074.45		2522.3	2451.24	2250.51	2203.4	1403.59	1596.17	2489.55	2918.77	2204.91	2321.72	2235.98	2537.38
P49962	P49962	SRP09_MOUSE	Srp9	Signal recognition particle 9 kDa protein			3192.35										1449.32		924.23	854.663	1222.42	887.343	894.007	919.945	1217.81				1289.18	1382.46
P50096	P50096	IMDH1_MOUSE	Impdh1	Inosine-5'-monophosphate dehydrogenase 1			6502.68						29804.9					47651.6												4331.03
P50136	P50136	ODBA_MOUSE	Bckdha	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	31673.2	24878.4		17217.1	8227.13	16954.8						21241.4	24864.9	16421.4	22853.4	27093.6	28267.8	26734.3	27954.4	25727.1	26064.5	24498	21960	25865.6	21969.4	22661.7
P50171	P50171	DHB8_MOUSE	Hsd17b8	(3R)-3-hydroxyacyl-CoA dehydrogenase	14327.9	15215.1	29776.4	10534.2	10238.9	16841.6			90661.1			17254.3	18433.6	16795.7	16780.3	17223.4	17656	15332.9	16702	14582.2	15369.9	15883.3	19620.2	16084.1	15893.2	16666.8
P50172	P50172	DHI1_MOUSE	Hsd11b1	11-beta-hydroxysteroid dehydrogenase 1	96252	31045.4		43192.5	91420.5	87151.5						92720.5	99051.4	46866.7	80265.2	75156.7	89111.7	65590.1	84092.7	64401.1	92788.3	115889	80645.4	86783.6	87897.3	102450
P50247	P50247	SAHH_MOUSE	Ahcy	Adenosylhomocysteinase	178556	185436	48600.8	402633	221548	397693	210587		129151	138124		262367	261240	180933	238669	252203	232831	266140	233235	290980	270148	237342	232776	240117	252733	291236
P50285	P50285	FMO1_MOUSE	Fmo1	Flavin-containing monooxygenase 1	19607.4	17837.7		16432.6	12076	6457.21						18581.5	12562.2	9905.45	20197.1	20706.6	17993.2	31591.3	24660.6	19099.7	9788.57	10905.4	11761.8	18116.5	26182.8	10473
P50295	P50295	ARY2_MOUSE	Nat2	Arylamine N-acetyltransferase 2	3223.53	3433.28		5333.44	8403.88	5071.92						4208.83	4449.43		4560.58	4013.93	4127.66	2734.58	3168.37	4471.58	3344.71	2623.13	3863.14	5114.5	4786.07	4581.33
P50396	P50396	GDIA_MOUSE	Gdi1	Rab GDP dissociation inhibitor alpha	6841.28	3790.76	18602.2	2774.07	8163.9	4729.62						6557.32	4183.89	10855.1	5077.13	5250.74	6218.06	5413.71	4109.83	5846.63	5606.98	6217.98	5393.64	6155.75	4768	6770.68
P50427	P50427	STS_MOUSE	Sts	Steryl-sulfatase	3755.37	3658.66		2261.02	15329.9	3133.07						4624.45	4084.97		3844.25	2637.27	3466.95	3511.65	4179.54	3989.84	3369.81	2727.65	5545.03	3747.21	4162.17	3583.44
P50428	P50428	ARSA_MOUSE	Arsa	Arylsulfatase A			38043.9										873.669					313.402								839.705
P50429	P50429	ARSB_MOUSE	Arsb	Arylsulfatase B		1878.51											602.277		1569.8	1068	708.793	1279.88	734.241	1755.16	771.093	413.72	572.36	949.16	930.659	524.635
P50431	P50431	GLYC_MOUSE	Shmt1	Serine hydroxymethyltransferase, cytosolic	44513.4	42635.3		53155.8	48435.1	44209.8						34816.1	34886.4	32357	32874.8	36624.2	34355.8	36966.2	31959.6	35658.9	37009.1	32074.8	32239.9	34321.5	39324.1	31808.2
P50446	P50446;Q8BGZ7;Q9Z331	K2C6A_MOUSE	Krt6a	Keratin, type II cytoskeletal 6A	1.64497e+06	314752	3.78109e+07	395538	639175	468889	1.19382e+07	4.49097e+07	1.90187e+07	1.53969e+07	3.14174e+07	90078	624672	71305.2	761302	89265.6	144072	3.24571e+06	1.59496e+06	3.23007e+06	126861	75085.4	313421	327928	871240	1.38691e+07
P50462	P50462	CSRP3_MOUSE	Csrp3	Cysteine and glycine-rich protein 3	3159.41	1675.82		2543.67											1322.33	1139.12										
P50516	P50516	VATA_MOUSE	Atp6v1a	V-type proton ATPase catalytic subunit A	6238.95	10364.4	71513.9	2243.48	5510.99	3171.02			18431.8			5125.53	3405.66	21604.7	3796.88	3890.19	4112.79	4266.88	3919.33	5155.59	4402.3	5101.54	6819.62	4957.84	4446.16	6200.24
P50518	P50518	VATE1_MOUSE	Atp6v1e1	V-type proton ATPase subunit E 1	6308.76	6723.79	71174.6	4557.22		3778.93			64671.9			8338.36	5621.11	24753.9	6073.67	4110.78	4581.2	5928.87	5206.58	5417.03	4248.86	5349.02	5863.18	7414.69	5883.3	6597.25
P50543	P50543	S10AB_MOUSE	S100a11	Protein S100-A11	429.239	1230.32	11092.9	592.988					44621.6	32871.4			1935.7				327.194	2060.49					5143.39		4508.92	3058.12
P50544	P50544	ACADV_MOUSE	Acadvl	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	22546.4	18127.5	94597.1	19742.8	10744	19402.7						27360.2	28194.1	25263	28172.4	26392.9	30231.9	26090.1	27210.9	26854.6	32141.8	31251.9	27557.3	28206.7	23923	27068.6
P50580	P50580	PA2G4_MOUSE	Pa2g4	Proliferation-associated protein 2G4	18259	20865.6	49940.3	18506.5	20444.5	16685.7						21436.2	22029.5	50582.6	21192.1	16516.8	17985.7	20449.6	20870	22267.4	18118.1	18438.2	14168.9	19681.3	21074.9	22482.9
P50608	P50608	FMOD_MOUSE	Fmod	Fibromodulin		2864.5							47766.9				965.231		607.61				812.44	715.103	1426.97	1000.16	3138.29			7374.14
P50637	P50637	TSPO_MOUSE	Tspo	Translocator protein	1061.7												307.364		787.356	1618.9		1671.02			838.921	585.229		983.489	1215.92	184.847
P51125	P51125	ICAL_MOUSE	Cast	Calpastatin				20768.1									3136.6		2403.61	2725.57	2500.16	4373.03	2787.51	4268.92	3051.17	4680.06			2735.78	
P51150	P51150	RAB7A_MOUSE	Rab7a	Ras-related protein Rab-7a	16049	11724.1	31420.6	8296.28	3362.95	5305.06			52567.6	329749		7048.9	10747.4	14332.3	10041.9	10068.5	11204.1	8689.66	9204.45	12660	9055.12	10637.1	8376.01	9854.18	13345.3	11030.7
P51163	P51163	HEM4_MOUSE	Uros	Uroporphyrinogen-III synthase															1168.86	520.026	1524.68	1730.15	1687.14	1338.22	1703.83	1479.91	3254.52		1256.07	1140.58
P51174	P51174	ACADL_MOUSE	Acadl	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	45841.1	27358.9		32370.7	20655.9	25309.3			30327.5	27153.4		37825.8	42695.6	33443	49687.1	49228.6	49814.2	40732.5	45127.6	41068.4	44540.3	45800.3	40902.5	48129.4	40520	36816.1
