Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_1_Slot2-34_1_17045.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_2_Slot2-34_1_17047.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_3_Slot2-34_1_17049.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_1_Slot2-35_1_17057.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_2_Slot2-35_1_17059.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_3_Slot2-35_1_17061.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_1_Slot2-36_1_17070.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_2_Slot2-36_1_17072.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_3_Slot2-36_1_17074.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_1_Slot2-34_1_17084.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_2_Slot2-34_1_17086.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_3_Slot2-34_1_17088.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_1_Slot2-37_1_17108.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_2_Slot2-37_1_17114.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_3_Slot2-37_1_17116.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_1_Slot2-33_1_17082.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_2_Slot2-33_1_17090.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_3_Slot2-33_1_17092.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_1_Slot2-35_1_17106.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_2_Slot2-35_1_17110.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_3_Slot2-35_1_17112.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_1_Slot2-34_1_17144.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_2_Slot2-34_1_17145.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_3_Slot2-34_1_17146.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_1_Slot2-36_1_17149.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_2_Slot2-36_1_17157.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_3_Slot2-36_1_17158.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_1_Slot2-33_1_17166.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_2_Slot2-33_1_17167.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_3_Slot2-33_1_17168.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_1_Slot2-35_1_17151.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_2_Slot2-35_1_17176.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_3_Slot2-35_1_17177.d
P01837	P01837		Igkc									1909.95	662.371							1331.89	1572.43	1089.9	1555.51	1480.3	1972.68	710.846	1290.6	926.194			1027.43		4368.59	4977.22			10500.7
P01867	P01867		Igh-3		3172.48	2859.82	5413.4	9711.89	6518.14	9048.74	10480.5	11035.2	8079.29							10903.9	12199.6	10966.5	19242.9	16498.2	17155.6	30814.7	31231	27687.2	40212.3	36471.5	36741.8	16524.7	16281.9	15321.3	4315.19	3568.13	4453.24
P01868	P01868		Ighg1		3784.74	4994.08	5114.56	4480.59	5182.86	4695.68	4841.52	4823.86	6033.85	5469.36	9876.58	6158.4	16441.8	11675	12207.8	4476.38	5474.9	6302.73	5762.62	5643.93	5766.23	5707.07	4868.51	5395.38	3578.75	3373.14	4043.37	4273.36	5355.74	2274.7		3318.36	3618.12
P01872	P01872		Ighm		17488.1	17585.4	17872	16750.2	15826.7	18560.7	20632.1	20518.3	20539.5	93787.9	90006.3	88719	51467.1	27537.4	50374.2	18847.5	19150.4	18635.1	19788.5	17458.4	17478	27114.9	23902.6	25032.8	24436.7	26079	22114.6	18935.5	17959.5	19821.8	25734	24101.9	21766.9
P01887	P01887		B2m		35466.1	26618.5	28798.9	31212	32234.4	38060.6	33716	35946.8	35203.8	80588.3	79450.9	74349.5	59013.1	56782.9	50595	32053.6	36844	36619.6	31068	32787.5	27992	34437.4	24660.5	26532.8	36613.5	34574.4	29293	30208.9	30361.1	29583.5	30778.9	28914.2	25326.8
P01898	P01898		H2-Q10		7645.2	6165.97	6621.55	6412.17	6774.9	8925.47	7394.4	8192.24	7855.88	40354	39186.9	28531.7	10300.1	10900.1	9805.78	8896.92	8139.65	8720.15	9102.06	8064.41	7999.7	7310.36	6964.53	5339.33	8086.27	9336.74	8855.12	9544.46	11098.5	9705.19	15437.2	12819.5	11320.5
P01899	P01899		H2-D1		6917.46	8605.55	9422.07	8510.9	9778.17	11168.8	7307.47	7885.6	7634.79				5431.84	5404.8	6371.42	9646.46	8766.78	8686.74	10369.8	10918.6	10614.3	10969.2	10423.1	9634.08	15895.1	12373.4	13252.6	13927.7	13566.5	12298.1	27982.1	23153.9	22979.6
P01901	P01901		H2-K1		18343.5	14161.4	16589.6	16930.5	12916.1	16841.6	16241.3	16279	17116.3	88949.5	77605.9	65894.9	21020.9	26300.5	21781	15850.7	14527.2	14738.8	15721.9	15389.5	14593	14241.7	12217.2	13205.8	18793.4	19028.6	17060.7	21491.8	17227.8	18520.9	20451.1	24195.9	19044.4
P01942	P01942		Hba		836257	835818	878223	868502	758824	840504	542296	542032	539571	1.17446e+06	1.2692e+06	1.10957e+06	1.15651e+06	1.64885e+06	1.42184e+06	634829	592514	609901	558637	533002	549072	532145	481052	492791	654080	632091	597414	696837	670686	656388	980103	818397	844488
P02088	P02088		Hbb-b1		2.19293e+06	2.04732e+06	1.93447e+06	2.07135e+06	2.15275e+06	1.76302e+06	1.23357e+06	1.31027e+06	1.36897e+06	4.1088e+06	2.38736e+06	1.92323e+06	1.07377e+06	778953	706667	1.48493e+06	1.37789e+06	1.42572e+06	1.23897e+06	1.13329e+06	1.24393e+06	1.1653e+06	1.21706e+06	1.10902e+06	1.02131e+06	982500	1.14139e+06	1.79293e+06	1.70706e+06	1.75189e+06	1.84964e+06	1.79957e+06	1.67979e+06
P02301	P02301		H3f3c		421656	461275	442939	514887	523256	466085	289565	271482	393410	2.40809e+06	2.15384e+06	1.9594e+06	191002	325929	336486	831996	1.00399e+06	711789	555570	515289	729476	451527	303328	319638	307091	291430	249677	164602	184994	175135	306164	180338	163458
P02463	P02463		Col4a1		29159.9	29596.3	25430.6	27252.9	21021.4	18516.9	21340.8	26987.5	26423.5						22716.9	31118.1	25292.9	23653.4	21017	22351.1	23146.6	26281.4	28050.3	28072.4	31836	28344	32599.8	42408.8	40172.4	41780.5	65122	54356.5	59006.3
P02468	P02468		Lamc1		3218.68	3022.75	2486.22		1153.94	906.291	2443.97	2318.35	2229.73							2003.67	2395.54	2350.51	2577.95	2916.44	2948.7	3089.02	2708.45	2958.74	4125.28	3826.69	4109.03	3543.71	3711.83	4965.84	7600.61	7245.22	6951.54
P02469	P02469		Lamb1																	1177.1			1053.12	1292.7	1467.31							1054.85	1415.11	1416.9	905.916	1057.13	1801.24
P03888	P03888		Mtnd1		29140.1	26341.1	26868	25653.1	22135	25578.7	15402.3	14835.2	16391.4							16775.7	21577.7	26126.8	17014.9	16981	18164.6	12514.6	12013.4	12178.9	14899	17168.3	17249.3	14965.3	13978.5	14825.8	15124	15934.4	16971.3
P03893	P03893		Mtnd2																				194.821	366.407								3321.25	3631.87	4179.58	7610.65	2817.15	5327.83
P03899	P03899		Mtnd3		2395.88	5116.3	3380.17	3244.2	2840.94	2994.73	3075.21	3437.64	3310.48				2557.99	2126.96	4152.91	6174.16	5654.26	5674.27	5522.79	5381.13	5152.19	4521.31	4743.84	4305.48	3647.77	2926.19	3732.28	4745.42	3364.46	2603.83	2924.13	2378.76	1839.14
P03911	P03911		Mtnd4		31614.2	35160	34920.1	31259.9	36306.4	32197.9	26746.2	28061.1	27962.7							28766.7	27912.2	23358.7	22669.8	22765.2	23024.3	14820.5	12180.7	12665.1	14996.6	16098.5	14813.8	26026.2	23989	24952.2	24195.9	22417.4	23130.8
P03921	P03921		Mtnd5					2844.6		3994.1	2257.31	2634.34	2223.72							6631.04	8087.45	8074.45	3263.23	3622.74	3720.03				2559.14	1776.29	1894.77	5894.42	5534.93	5189.71	74639.5	23611.1	16122.1
P03930	P03930		Mtatp8		10920.2	14125.5	12664.6	9456.27	10162.8	10764.5	10142.6	8536.35	9049.3				16384.2	20321.8	13569.8	16594.2	17215.6	16168.1	11102.4	16149.8	16838.4	15317.2	9135.23	11558.8	3479.59	3999.14	4690.13	6623.2	3363.91	3344.21	4836.86	4312.46	4150.2
P03958	P03958		Ada		2385.69		4450.12	5005.17	3747.77	4768.19	4179.25	4232.95	4681.69							4232.75	4975.45	4378.99	3752.27	4873.56	4345.71	4729.66	3591.42	4115.91	5174.06	5509.54	5614.88	4017.92	4365.97	4626.58	2581.21	6654.38	3722.24
P04117	P04117		Fabp4		12645.7	12815	13373.9	10381.6	12665.6	13396.2	14589.2	9143.53	14386.1	31330.8	28352.5	30459.2	22855.7	21487.2	19920.2	9129.69	8650.38	14671	7260.21	7032.23	6636.32	5247.05	4868.37	4472.85	6739.3	5571.51	5677.75	7466.1	7402.54	7114.03	6736.34	6609.92	6687.75
P04186	P04186		Cfb		5971.95	9028.21	7343.49	5033.33	4821.54	6594.69	5665.13	5825.08	6508.86		14088.8		7407.51	7813.28	6033.1	5691.6	6557.43	7214.51	7419.9	6877.11	7675.97	7392.31	7340.92	7545.74	7732.38	8205.76	8328.02	6648.5	6432.53	6786.48	11945.3	9722.12	9504.99
P04247	P04247		Mb																			545.22			1036.95					619.063		1111.68	1160.98	1270.66			
P04370	P04370		Mbp						246.873														708.18	477.851	555.237	880.146	1076.64	718.984	1373	1299.18	1317.94	703.484	827.839	812.15	1542.12	1252.18	1153.09
P04441	P04441		Cd74																	1365.36	1378.46	1367.04	1028.87	956.748	1350.97	1409.66	1756.05	1550.8	776.156		755.635	783.914	1075.8	1188.37			
P04444	P04444		Hbb-bh1					7002.63	6493.88	4424.59	4888.93	4595.65	6168.89							8617.86	6766.78	11890.1	7463.5	9614.96	5110.63				7734.49	6184.65	7158.86		7428.63				7740.3
P04627	P04627		Araf		6453.72	7258.37	6060.81	5759.16	6770.34	5272.91	4939.8	4445.99	4043.07		96117.3		5674.7	12635.3	12195.3	5638.96	6260.95	5979.17	5963.8	5642.52	5431.38	6667.05	6250.89	5427.79	7368.42	5716.8	5337.04	6362.51	6210.36	6051.77	9244.02	8449.83	8079.61
P04919	P04919		Slc4a1		22810.6	14920.4	16336.9	11266.7	10883.4	11290.3	11096.9	11556	10373.8	17174.3	18516.4		15499.9	14837.7	12369.5	14981.2	16985.6	16112.3	13917.8	12485	12739.1	11562.1	12784.7	11596	18607.1	17991.4	19691	18706.9	18203	20257.4	21316.6	12768.5	12506.8
P04939	P04939		Mup3		49737.9	55732.4	50178.6	59370.2	61650.7	58574.7	46768.6	50232.1	50202.9							41636.4	42612.4	42671.2	40459	38253.3	48198.8	25779.4	26608.4	23382.9	4693.52	4364.93	4599.5	92922.4	92061.5	82935.5	131488	130262	126211
P05063	P05063		Aldoc		5281.09	4026.36	3071.77	3736.73	3572.18	3266.5	3194.63	3647.3	3477.22		4620.9		4324.43	4625.51	4229.86	3517.48	3055.87	3372.83	3947.42	4082.5	4402.96	4338.93	3655.31	3784.82	5933.92	4151.56	4683.03	4602.1	5407.39	5585.51	7043.84	5498.29	6465.18
P05064	P05064		Aldoa		69309.9	71077.1	72436.8	80397	80765.6	75147	61186.3	59679.3	63213.4	145932	74502.4	60089.4	46581.1	49829.2	48492.3	69544.4	72109.9	72158.7	75533.8	73675.8	72458.3	61277.7	60260.2	60993.9	52520	56184.6	50784.1	49367.7	49817.8	49417.2	57477.8	54659.4	50987.2
P05132	P05132		Prkaca		18596	18828.3	22664.2	19357.5	22206	21306.3	17025.1	20651.6	16934.6				4546.22	42653.6	13757.8	18571.4	17955.7	17580	15735.6	16726.5	18376.6	14750.7	15641.5	14521.7	20298.8	18214.5	13734	14076.6	15317.1	16388.3	16781.2	17739.6	21217.8
P05201	P05201		Got1		155852	171817	165230	175665	188500	170743	165992	159659	152598	384591	425269	366856	282201	292997	309989	154755	163891	169508	153062	150692	148664	164437	159089	163596	111461	100572	94754.3	91225	87260.3	89796.3	88940.6	97328.1	90094.4
P05202	P05202		Got2		671291	740223	720774	686364	718778	700664	641090	617255	615166	1.20714e+06	1.25046e+06	911881	1.0056e+06	931789	1.04808e+06	657657	641720	597413	508436	528483	516318	405804	449212	420469	450222	413633	410122	374081	383463	371186	399862	392745	364254
P05213	P05213		Tuba1b										510.046							9021.89	8787.39	7612.94	16171.2	14794.3	15058.3				6515.87	5761.24	5379.7		2374.89	2166.59			
P05214	P05214		Tuba3a								1947.19	2050.51	2225.14							6863.86	6684.51		7778.16	6947	7452.75				9196.24	7335.2	7233.15	10026	10053.6	7605.01		2117.95	
P05622	P05622		Pdgfrb																													205.217	426.412	165.565	799.512	436.735	448.781
P05977	P05977		Myl1		10885.4	8704.74	9341.76	9322.03	9760.97	9215.66	6068.5	7741.09	9878.95	15225.7		13119.9	7204.27		6580.05	14228.2	8891.07	9707.99	6572.31	6713.01	10912.7	4893.07	4137.16	5071.44	8956.35	10701.5	9088.36	4914.96	5188.29	7477.34	23110	15526.8	18928.5
P06151	P06151		Ldha		507342	547754	518964	558766	555159	508239	562805	570253	579214	1.09993e+06	746375	1.95674e+06	553976	571227	577664	563098	578619	553791	483221	520584	494597	396391	459677	394616	421691	420128	427542	480996	481463	467054	437696	413101	447583
P06339	P06339		H2-T23						1236.22	1510.66	573.024	1458.39	1193.11							881.925	916.335		889.022	868.432	958.404	1098.91	1193.88	1156.32	1005.18	983.45	1026.99	1363.56	1485.9	1389.67	907.784	842.97	1058.75
P06537	P06537		Nr3c1		4549.18		1498.06	1890.49	2556.95	2585.52	1870.97	1923.27	2250.33							1708.62	1955.18	1747.77	1690.86	1690.46	1523.72	1764.47	1792.42	1949.11	2317.74	2358.29	1688.38	2224.98	1983.29	2092.74	4205.85	3031.75	3598.57
P06683	P06683		C9		4027.05	4067.86		6702.07		3020.35	1827.19	2759.42	2341.26							2415.15	2644.18	1867.8	2284.09	2279.99	2188.68	1737.1	1469.99	1736.96	3475.64	3870.62	3131.59	2534.81	2195.09	2725.14	5080.96	5145.89	4355.35
P06684	P06684		C5		8471.38	4710.14	3051.67	3196.36	4393.2	4444.03	3755.68	4031.4	4459.01	22512.3	15349.9	12783.6	5784.94	7523.8	7812.98	4267.55	4099.8	3840.49	3957.1	3907.92	3892.36	3726.38	3649.84	3411.1	3420.38	3408.87	3313.63	3284.04	3307.39	3539.17	5576.17	4075.11	4212.79
P06728	P06728		Apoa4		5067.42	8339.27	5982.47	5193.1	6375.57	6810.09	6005.27	6769.73	6270.54	35792			8633.25		4376.28	6437.81	6916.82	5432.99	7399.79	7478.89	7438.61	7544.5	7358.32	6756.84	5489.75	6196.81	6600.01	7190.88	7363.32	6839.23	9379.94	10186.9	6273.61
P06745	P06745		Gpi		56675.5	69441.6	79108.9	71846.8	81136.3	79920.1	88736.3	85005.5	91086.1	243998	283135	256291	95265	120454	92957.6	78815.6	76864.1	76497.7	77055.1	76303.1	74544.9	41386.9	49220.2	42343.9	76598.2	78553	90594.9	84455.5	85365.1	106726	114825	121917	125434
P06797	P06797		Ctsl			2104.34		2539	2395.29	1676.54	1898.56	2682.1	1985.41							1856.02	2166.35	2087.1	2232.28	2118.05	2448.21	2655.88	2250.98	2239.19	2083.85	2268.26	2299.66	3433.86	2282.81	3057.13	4653.94	4110.35	3732.15
P06800	P06800		Ptprc					1142.7		1114.09		800.156	934.739														875.109	814.291									
P06801	P06801		Me1		159837	192954	177458	234604	216396	192699	221319	223368	229098	1.11212e+06	875415	654025	211041	308039	283007	194033	199626	194704	182462	184561	179032	86763.8	100436	90138.3	131725	143351	140677	223084	196978	237380	208757	241113	227624
P06802	P06802		Enpp1		4247.33	4353.4		2713.19	5135.94	3898.06	3272.46	3921.28	2881.03							4144.7	3660.27	3733.81	4116.57	3722.11	4678.21	5567.73	4501.72	3735.61	3732.77	3867.22	3269.37	3916.35	3354.24	3413.14	8084.36	7702.12	6125.74
P06909	P06909		Cfh		11910.8	13297.1	13341	10274.4	10238.6	9674.33	10573.3	10566.1	10332.6	49254.9	43840.2	37496.3	18519.8	19151.5	17780.3	9885.86	8854.09	8366.15	7851.91	8158.92	8184.02	6581.17	6283.32	6458.87	10733.2	8508.17	8132.77	9013.92	9114.82	7740.35	15647.9	16589	15606.8
P07214	P07214		Sparc																										1295.41	1030.67	1169.15		1133.16	886.456	1493.81	1250.48	1115.59
P07309	P07309		Ttr		23266.2	19156.6	24170.9	25027.8	24063.7	23897.5	26929.3	28354	30339.9	59128.1	51097.2	57295.9	37831.9	22254.6	36043.6	20726	22094.7	19988.9	19820.4	22140.5	24284.3	22670.9	24148.4	21739.4	32924.3	22258.5	21358.7	19420.9	16057.5	14806.1	65876	62496.3	63633.1
P07310	P07310		Ckm																													1068.12	1151.34	1398.38			
P07356	P07356		Anxa2		29191.5	29151.4	27658.3	49745.2	57982.3	58941.9	16984	18432	15818.5	46601.5	42640.2	51743	23615.9	17644.7	21751.7	16630.9	16553.4	16714.7	16005.9	14757	14057	11982.9	12728.2	12718.6	9601.02	10033.3	12168.1	11481.4	12295.9	14021.2	15925.1	13441.8	14895.4
P07607	P07607		Tyms										321.985							344.209			296.389	379.621	446.349				319.675	428.081	392.609	597.864	654.302	661.042	1331.45	1131.32	686.037
P07742	P07742		Rrm1						3520.36			1099.11	1231.69							1220.39	884.364	956.315	1394.65	1231.8	963.576	1177.2	1032.77	1292.66	930.728	945.366	864.316	1638.77	1776.04	1732.44	1842.29	1701.38	1974.69
P07758	P07758		Serpina1a		26410.1	18923.5	17940.3	22735.6	23859.5	19554.8	25274.1	22299.9	18651.9							17387.5	20899	18483.8	20444.5	21932.3	19812.3	19734.7	21656.7	21085.5	17959.2	18202.1	16481.6	30004.6	30368.3	30570.6	41342	30605.3	24716.2
P07759	P07759		Serpina3k		20849	18522.4	20833.6	24257.6	23799.8	24534.9	25227.3	27859.2	24092.3	6919.5	6062.41	6181.35	6605.61	7401.64	8800.52	31977.4	33279	34244.4	42348.2	41683.5	43887.2	38570.4	44405.1	42267.7	40785	42315.8	36810.5	54592.7	54408.3	53540.3	40988.1	49515.8	56095.9
P07901	P07901		Hsp90aa1		84811.7	86629.2	76220.3	87965.3	81547.1	84185.5	94875.9	86992	89231.7	352090	324778	363943	111592	134040	125144	81503.6	80202.4	87990.7	89546.2	93373	87490.8	76185.3	72925	72957.7	98792.5	103086	107978	117650	115449	107613	184991	137522	141524
P08003	P08003		Pdia4		50720.5	47757.2	50678.3	56678.1	50627.8	53351.3	58613.1	56672.8	53777.2	179557	200155	198709	74420	69636.3	79128.1	48920.1	50467.1	47292.5	50986.8	49274.2	50904.8	52269.6	52041.8	53302.7	47788.8	48029.9	48635.2	40862.1	48358.3	43448.2	65919.8	59427.1	59573.6
P08030	P08030		Aprt		8174.62	10961.1	8535.2	9667.07	12290.6	11520.5	12022.9	10912.7	9740.19							11403.9	9710.64	10432.7	11568.7	12274.9	11381.7	12724.7	12990.1	12225.7	19979.2	19307.5	18598	15051.6	14887	14543.1	26227	26379.1	26051.6
P08032	P08032		Spta1		1673.36	3134.7	3486.27		2953.24	1856.76	2078.88	2198.78	1243.04					3887.72		2795.72	2346.49	2309.76	1835.4	2044.3	1729.32	2364.46	2512.24	2578.65	3174.05	2875.23	2728	2665.3	2611.53	2565	4072.12	3762.12	3513.29
P08071	P08071		Ltf		2835.91	4112.68	3294.2	4056.35	5819.78	5800.94	1299.11	1244.94	1407.45							1522.98	1529.9	1657.54	2035.94	1597.83	1541.82	1195.59	997.937	1094.45	1267.98	1885.44	1536.17	1816.2	1748.61	1749.99	2066.65	1696.3	1941.47
P08101	P08101		Fcgr2		6061.84	7753.82	7534.7	6052.48	5705.87	5442.74	6150.38	5849.4	6241.23						6393.19	6275.22	6111.99	6984.38	6521.75	6081.47	6137.3	5515.13	6023.56	6450.84	4707.73	4714.26	5390.39	5833.9	6156.61	6119.83	6406.84	6598.72	5546.52
P08103	P08103		Hck								569.073												443.324	1015.23	828.775	784.484	1068.35	922.697	923.893	993.995	1037.99	903.52	878.13	738.669	2718	1917.22	1975.01
P08113	P08113		Hsp90b1		257695	274941	288348	255115	225414	246483	242375	237928	227760	1.01292e+06	1.00038e+06	965625	287900	239878	227682	212861	203594	202908	187487	190871	185466	140845	136160	133089	138510	146069	127328	119403	109044	111643	171214	134042	147939
P08122	P08122		Col4a2		10581.8	10739.8	9611.12	9009.69	9439.12	9443.89	10810.4	11036	9938.15				12744.9	11984.8	11767.6	11633.1	11097.5	14291.6	9072.02	8872.51	9540.03	9357.65	8667.69	8971.13	8660.82	6294.09	8995.5	6432.17	6262.36	7455.05	8944.52	8638.59	9421.55
P08207	P08207		S100a10							3304	638.737										981.616	1188.18	1015.4	1164.69	1458.23	1085.96	1077.78	1124.31	1338.65	1035.03	1470.31	3121.32	2562.46	3572.59	5180.97	4858.05	4634.53
P08226	P08226		Apoe		88178	87907.3	81524.5	85804.7	70507	85378.6	82513	84323.8	82636.4	230662	200984	196780	110500	119217	102854	79968.1	74137.3	76530.2	72714.5	70403.3	69869.6	76182.2	63713.6	66817.3	50085	45349	44473.7	64657.6	59806.1	58793.4	43557.5	55736.6	47230.2
P08228	P08228		Sod1		195675	216249	190645	218012	213174	254801	220029	260289	248446	1.62799e+06	1.23142e+06	1.26023e+06	784024	733706	618925	220015	215120	224891	272066	256557	248466	213775	210701	205384	245430	255472	237315	275599	273047	260350	408209	395814	416313
P08249	P08249		Mdh2		407176	384486	375885	382339	402124	399007	401190	391670	399047	469452	367828	424361	677026	644235	671629	409513	456208	380412	444648	432973	452815	420407	416599	407227	257410	264296	234759	227351	217451	238014	231051	169640	182156
P08607	P08607		C4bpa		9404.51	8184.96	10815.5	7354.16	6530.23	6630.21	7852.75	8360.9	8007.79				9096.35	10365.1	8770.42	5778.28	5471.52	5742.66	5095.13	5511.35	5209.32	5528.23	5547.75	5426.9	4967.65	5216.75	4595.31	3998.34	3989.9	4111.7	9715.2	7528.59	8224.05
P08680	P08680		Alas2									2035.92											1450.71	1737.61					929.635	868.598	763.012	1678.57	1866.71	2030.04	2800.27	2092.44	2168.58
P08752	P08752		Gnai2		34531.2	36077.4	44977.9	30553.4	34914.9	28708.2	32975.9	30646	30535.9	169851	161397	165814	66529.9	63253.7	59024.4	33367.2	33834.9	33302.2	30825.6	29007.2	31677.9	20235.7	16542.3	21397.2	19270.1	19709.7	20521.2	17340.2	19013.6	20043	35332.2	34362	35299.3
P08775	P08775		Polr2a		18606.4	11882.8	14772.2	17848.7	17065.9	19634.6	19896.7	14598	13673.8	95601.1			16281.5	28365		21401.2	16689.9	16911.8	12403	12888.7	14050.2	13491.9	12563.6	13752.3	8309.48	9730.77	9217.79	10785.6	10975.9	9032.88	19321.2	16352	14304.4
P08905	P08905		Lyz2			2396.5		3910.06	3397.18	3371.74	3964.21	3293.14	3170.18							3371.75	2481.43	3095.02	3336.15	3749.01	2741.47	2768.82	2940.98	3576.22	2273.95	2271.82	3524.99	2318.51	1354.58	1888.61	2528.75	2431.48	2520.47
P09055	P09055		Itgb1		18767.1	18017.2	19336.5	14930.2	16521.1	15829.4	13747.7	15386.1	15723	71707.5	47421.7	34049.5	20551.6	36187.6	35224.7	15558.5	15379.4	14494.9	14067	15160.1	12883.2	14894.1	11730	12104.9	13583.7	13912.5	11848.4	13438.8	11641.2	11499.5	17327.3	15925.2	17312.9
P09066	P09066		En2				3701.79	2545.22	3502.19	5352.04	3980.5	4127.7	4055.17				5325.63	4493.02	5616.22	7684.25	8596.11	9197.98	8021.58	7381.33	7824.44	9907.83	8432.01	8463.68	8655.58	8416.2	8519.97	5969	6259.78	6661.7	8461.11	8846.06	8707.52
P09103	P09103		P4hb		420230	437100	433594	497980	475881	476937	520768	495654	524380	1.98756e+06	1.59402e+06	1.54004e+06	903532	1.0589e+06	817228	456153	468746	462521	517467	510100	494844	425039	426707	435298	426219	401041	397255	444172	452099	430843	473477	433488	441043
P09242	P09242		Alpl			1318.89					1181.54	1014.5	1514.46							1801.47	1516.74	1448.78	942.988	1053.99	1261.94												
