Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1500um_1 Spectral Count	InGel_1500um_2 Spectral Count	InGel_1500um_3 Spectral Count	InGel_1mm_1 Spectral Count	InGel_1mm_2 Spectral Count	InGel_1mm_3 Spectral Count	InGel_2mm_1 Spectral Count	InGel_2mm_2 Spectral Count	InGel_2mm_3 Spectral Count	InGel_3mm_1 Spectral Count	InGel_3mm_2 Spectral Count	InGel_3mm_3 Spectral Count	InTip_1500um_1 Spectral Count	InTip_1500um_2 Spectral Count	InTip_1500um_3 Spectral Count	InTip_1mm_1 Spectral Count	InTip_1mm_2 Spectral Count	InTip_1mm_3 Spectral Count	InTip_2mm_1 Spectral Count	InTip_2mm_2 Spectral Count	InTip_2mm_3 Spectral Count	InTip_350um_1 Spectral Count	InTip_350um_2 Spectral Count	InTip_350um_3 Spectral Count	InTip_3mm_1 Spectral Count	InTip_3mm_2 Spectral Count	InTip_3mm_3 Spectral Count	InTip_500um_1 Spectral Count	InTip_500um_2 Spectral Count	InTip_500um_3 Spectral Count	InTip_750um_1 Spectral Count	InTip_750um_2 Spectral Count	InTip_750um_3 Spectral Count	InGel_1500um_1 Unique Spectral Count	InGel_1500um_2 Unique Spectral Count	InGel_1500um_3 Unique Spectral Count	InGel_1mm_1 Unique Spectral Count	InGel_1mm_2 Unique Spectral Count	InGel_1mm_3 Unique Spectral Count	InGel_2mm_1 Unique Spectral Count	InGel_2mm_2 Unique Spectral Count	InGel_2mm_3 Unique Spectral Count	InGel_3mm_1 Unique Spectral Count	InGel_3mm_2 Unique Spectral Count	InGel_3mm_3 Unique Spectral Count	InTip_1500um_1 Unique Spectral Count	InTip_1500um_2 Unique Spectral Count	InTip_1500um_3 Unique Spectral Count	InTip_1mm_1 Unique Spectral Count	InTip_1mm_2 Unique Spectral Count	InTip_1mm_3 Unique Spectral Count	InTip_2mm_1 Unique Spectral Count	InTip_2mm_2 Unique Spectral Count	InTip_2mm_3 Unique Spectral Count	InTip_350um_1 Unique Spectral Count	InTip_350um_2 Unique Spectral Count	InTip_350um_3 Unique Spectral Count	InTip_3mm_1 Unique Spectral Count	InTip_3mm_2 Unique Spectral Count	InTip_3mm_3 Unique Spectral Count	InTip_500um_1 Unique Spectral Count	InTip_500um_2 Unique Spectral Count	InTip_500um_3 Unique Spectral Count	InTip_750um_1 Unique Spectral Count	InTip_750um_2 Unique Spectral Count	InTip_750um_3 Unique Spectral Count	InGel_1500um_1 Total Spectral Count	InGel_1500um_2 Total Spectral Count	InGel_1500um_3 Total Spectral Count	InGel_1mm_1 Total Spectral Count	InGel_1mm_2 Total Spectral Count	InGel_1mm_3 Total Spectral Count	InGel_2mm_1 Total Spectral Count	InGel_2mm_2 Total Spectral Count	InGel_2mm_3 Total Spectral Count	InGel_3mm_1 Total Spectral Count	InGel_3mm_2 Total Spectral Count	InGel_3mm_3 Total Spectral Count	InTip_1500um_1 Total Spectral Count	InTip_1500um_2 Total Spectral Count	InTip_1500um_3 Total Spectral Count	InTip_1mm_1 Total Spectral Count	InTip_1mm_2 Total Spectral Count	InTip_1mm_3 Total Spectral Count	InTip_2mm_1 Total Spectral Count	InTip_2mm_2 Total Spectral Count	InTip_2mm_3 Total Spectral Count	InTip_350um_1 Total Spectral Count	InTip_350um_2 Total Spectral Count	InTip_350um_3 Total Spectral Count	InTip_3mm_1 Total Spectral Count	InTip_3mm_2 Total Spectral Count	InTip_3mm_3 Total Spectral Count	InTip_500um_1 Total Spectral Count	InTip_500um_2 Total Spectral Count	InTip_500um_3 Total Spectral Count	InTip_750um_1 Total Spectral Count	InTip_750um_2 Total Spectral Count	InTip_750um_3 Total Spectral Count	InGel_1500um_1 Intensity	InGel_1500um_2 Intensity	InGel_1500um_3 Intensity	InGel_1mm_1 Intensity	InGel_1mm_2 Intensity	InGel_1mm_3 Intensity	InGel_2mm_1 Intensity	InGel_2mm_2 Intensity	InGel_2mm_3 Intensity	InGel_3mm_1 Intensity	InGel_3mm_2 Intensity	InGel_3mm_3 Intensity	InTip_1500um_1 Intensity	InTip_1500um_2 Intensity	InTip_1500um_3 Intensity	InTip_1mm_1 Intensity	InTip_1mm_2 Intensity	InTip_1mm_3 Intensity	InTip_2mm_1 Intensity	InTip_2mm_2 Intensity	InTip_2mm_3 Intensity	InTip_350um_1 Intensity	InTip_350um_2 Intensity	InTip_350um_3 Intensity	InTip_3mm_1 Intensity	InTip_3mm_2 Intensity	InTip_3mm_3 Intensity	InTip_500um_1 Intensity	InTip_500um_2 Intensity	InTip_500um_3 Intensity	InTip_750um_1 Intensity	InTip_750um_2 Intensity	InTip_750um_3 Intensity	InGel_1500um_1 MaxLFQ Intensity	InGel_1500um_2 MaxLFQ Intensity	InGel_1500um_3 MaxLFQ Intensity	InGel_1mm_1 MaxLFQ Intensity	InGel_1mm_2 MaxLFQ Intensity	InGel_1mm_3 MaxLFQ Intensity	InGel_2mm_1 MaxLFQ Intensity	InGel_2mm_2 MaxLFQ Intensity	InGel_2mm_3 MaxLFQ Intensity	InGel_3mm_1 MaxLFQ Intensity	InGel_3mm_2 MaxLFQ Intensity	InGel_3mm_3 MaxLFQ Intensity	InTip_1500um_1 MaxLFQ Intensity	InTip_1500um_2 MaxLFQ Intensity	InTip_1500um_3 MaxLFQ Intensity	InTip_1mm_1 MaxLFQ Intensity	InTip_1mm_2 MaxLFQ Intensity	InTip_1mm_3 MaxLFQ Intensity	InTip_2mm_1 MaxLFQ Intensity	InTip_2mm_2 MaxLFQ Intensity	InTip_2mm_3 MaxLFQ Intensity	InTip_350um_1 MaxLFQ Intensity	InTip_350um_2 MaxLFQ Intensity	InTip_350um_3 MaxLFQ Intensity	InTip_3mm_1 MaxLFQ Intensity	InTip_3mm_2 MaxLFQ Intensity	InTip_3mm_3 MaxLFQ Intensity	InTip_500um_1 MaxLFQ Intensity	InTip_500um_2 MaxLFQ Intensity	InTip_500um_3 MaxLFQ Intensity	InTip_750um_1 MaxLFQ Intensity	InTip_750um_2 MaxLFQ Intensity	InTip_750um_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q80YV2|NIPA_MOUSE	Q80YV2	NIPA_MOUSE	Zc3hc1	501	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclear-interacting partner of ALK	0.9624	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12129.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13280.15	0.0	0.0	0.0	24925.168	11778.633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80YV4|PANK4_MOUSE	Q80YV4	PANK4_MOUSE	Pank4	820	Mus musculus OX=10090	1:Experimental evidence at protein level	Pantothenate kinase 4	0.9901	0.999	4	16	16	16	0	0	0	0	0	0	1	2	2	2	1	1	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	2	1	1	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	2	1	1	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	31420.158	30877.672	38085.395	40686.19	33471.676	33468.13	0.0	0.0	0.0	0.0	0.0	0.0	34162.527	34373.895	30067.242	0.0	0.0	0.0	46821.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32971.82	0.0	0.0	0.0	51344.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80ZE4|PAQR7_MOUSE	Q80ZE4	PAQR7_MOUSE	Paqr7	345	Mus musculus OX=10090	2:Experimental evidence at transcript level	Membrane progestin receptor alpha	0.9397	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20206.637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80ZK0|RT10_MOUSE	Q80ZK0	RT10_MOUSE	Mrps10	160	Mus musculus OX=10090	1:Experimental evidence at protein level	28S ribosomal protein S10, mitochondrial	0.9985	0.9988	2	17	17	17	0	0	0	0	0	0	1	2	2	0	0	0	1	4	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	1	4	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	1	4	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	56396.363	60736.76	58149.91	0.0	0.0	0.0	78558.84	85401.695	73456.02	0.0	75040.97	72719.71	42649.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61235.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80ZK9|WDTC1_MOUSE	Q80ZK9	WDTC1_MOUSE	Wdtc1	677	Mus musculus OX=10090	1:Experimental evidence at protein level	WD and tetratricopeptide repeats protein 1	0.9945	0.999	2	12	12	12	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21215.654	0.0	16581.658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16760.875	0.0	16917.154	0.0	0.0	0.0	26471.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80ZM3|ETKMT_MOUSE	Q80ZM3	ETKMT_MOUSE	Mettl20	255	Mus musculus OX=10090	1:Experimental evidence at protein level	Electron transfer flavoprotein beta subunit lysine methyltransferase	0.8036	0.9962	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	37259.953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80ZM8|CRLS1_MOUSE	Q80ZM8	CRLS1_MOUSE	Crls1	303	Mus musculus OX=10090	1:Experimental evidence at protein level	Cardiolipin synthase (CMP-forming)	0.9397	0.999	1	14	14	14	0	0	0	0	0	0	1	1	2	3	0	1	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	28668.287	31705.938	26490.693	30100.174	0.0	29476.633	0.0	0.0	0.0	0.0	0.0	0.0	26762.266	21541.104	24130.457	0.0	0.0	0.0	38344.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80ZS3|RT26_MOUSE	Q80ZS3	RT26_MOUSE	Mrps26	200	Mus musculus OX=10090	1:Experimental evidence at protein level	28S ribosomal protein S26, mitochondrial	1.0	0.999	5	47	47	47	0	0	0	0	0	0	1	1	1	2	3	3	1	6	4	3	2	2	3	2	6	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	1	6	4	3	2	2	3	2	6	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	1	6	4	3	2	2	3	2	6	0	0	0	2	2	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83364.945	81576.85	75145.336	87242.34	104173.586	100079.08	54644.03	44254.164	47315.58	69464.79	71922.27	66445.01	0.0	0.0	0.0	87487.91	82116.15	92034.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93807.266	0.0	0.0	0.0	0.0	72680.45	66536.26	68779.375	0.0	0.0	0.0	0.0	90047.71	93022.02	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q810A7|DDX42_MOUSE	Q810A7	DDX42_MOUSE	Ddx42	929	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX42	1.0	0.999	6	42	42	42	0	0	0	0	0	0	6	3	2	2	2	5	2	2	3	0	1	1	1	2	2	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	2	2	5	2	2	3	0	1	1	1	2	2	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	2	2	5	2	2	3	0	1	1	1	2	2	0	0	0	1	2	5	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	47776.91	43943.11	46696.652	39597.035	33765.44	42438.56	52955.652	50957.574	56711.227	0.0	49738.465	53575.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45158.926	46707.363	0.0	41433.242	48139.758	0.0	0.0	62037.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69360.08	77074.01	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q810B6|ANFY1_MOUSE	Q810B6	ANFY1_MOUSE	Ankfy1	1169	Mus musculus OX=10090	1:Experimental evidence at protein level	Rabankyrin-5	1.0	0.999	12	78	78	78	0	0	0	0	0	0	2	1	1	9	3	8	1	1	1	1	0	0	11	6	7	0	0	0	9	9	8	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	9	3	8	1	1	1	1	0	0	11	6	7	0	0	0	9	9	8	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	9	3	8	1	1	1	1	0	0	11	6	7	0	0	0	9	9	8	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83188.664	88669.47	98165.555	32842.11	0.0	0.0	0.0	0.0	0.0	78016.74	76938.59	73252.586	0.0	0.0	0.0	83830.81	89417.516	87851.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50947.727	49898.043	52979.188	0.0	0.0	0.0	0.0	0.0	0.0	48133.293	49004.914	46275.242	0.0	0.0	0.0	49321.36	50268.836	54003.58	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q810D6|GRWD1_MOUSE	Q810D6	GRWD1_MOUSE	Grwd1	446	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutamate-rich WD repeat-containing protein 1	0.9985	0.999	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8066.4395	8278.415	0.0	0.0	0.0	0.0	0.0	0.0	7633.5337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q810J8|ZFYV1_MOUSE	Q810J8	ZFYV1_MOUSE	Zfyve1	777	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger FYVE domain-containing protein 1	1.0	0.999	8	51	51	51	0	0	0	0	0	0	0	3	1	3	8	3	1	0	0	0	0	0	6	5	5	2	0	1	3	3	2	1	1	2	1	0	0	0	0	0	0	0	0	0	3	1	3	8	3	1	0	0	0	0	0	6	5	5	2	0	1	3	3	2	1	1	2	1	0	0	0	0	0	0	0	0	0	3	1	3	8	3	1	0	0	0	0	0	6	5	5	2	0	1	3	3	2	1	1	2	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40657.992	34508.766	32675.441	0.0	0.0	0.0	0.0	0.0	52348.64	44954.082	54910.902	0.0	0.0	0.0	63046.703	90929.51	70481.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81457.26	0.0	77039.57	70159.49	63550.043	0.0	0.0	0.0	0.0	0.0	0.0	79756.31	77299.22	76736.4	0.0	0.0	0.0	74440.414	134456.58	113892.98	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q810U5|CCD50_MOUSE	Q810U5	CCD50_MOUSE	Ccdc50	305	Mus musculus OX=10090	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 50	0.9899	0.9987	2	9	9	9	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49877.82	0.0	38085.87	42568.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32934.92	31347.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q811D0|DLG1_MOUSE	Q811D0	DLG1_MOUSE	Dlg1	905	Mus musculus OX=10090	1:Experimental evidence at protein level	Disks large homolog 1	1.0	0.999	9	66	66	66	1	0	0	0	0	0	3	4	5	7	6	4	2	2	2	1	0	0	7	7	5	0	0	0	2	4	4	0	0	0	0	0	0	1	0	0	0	0	0	3	4	5	7	6	4	2	2	2	1	0	0	7	7	5	0	0	0	2	4	4	0	0	0	0	0	0	1	0	0	0	0	0	3	4	5	7	6	4	2	2	2	1	0	0	7	7	5	0	0	0	2	4	4	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	13005.184	0.0	15331.88	22242.268	24694.129	27492.332	0.0	0.0	0.0	0.0	0.0	0.0	31853.455	26214.322	26994.277	0.0	0.0	0.0	36234.24	29634.178	29261.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28147.76	39632.27	31313.162	42271.332	39345.117	0.0	0.0	27728.393	0.0	0.0	0.0	0.0	59232.91	47164.043	51192.645	0.0	0.0	0.0	0.0	55898.484	55105.992	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q811I0|ATPF1_MOUSE	Q811I0	ATPF1_MOUSE	Atpaf1	324	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP synthase mitochondrial F1 complex assembly factor 1	0.8384	0.997	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43514.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q811P0|S36A3_MOUSE	Q811P0	S36A3_MOUSE	Slc36a3	477	Mus musculus OX=10090	2:Experimental evidence at transcript level	Proton-coupled amino acid transporter 3	0.9624	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44166.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90088.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q811S7|UBIP1_MOUSE	Q811S7	UBIP1_MOUSE	Ubp1	540	Mus musculus OX=10090	1:Experimental evidence at protein level	Upstream-binding protein 1	0.9397	0.999	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38893.9	52344.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q811U4|MFN1_MOUSE	Q811U4	MFN1_MOUSE	Mfn1	741	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitofusin-1	1.0	0.999	7	42	42	44	0	0	0	0	0	0	4	2	2	3	5	3	1	1	0	0	0	0	4	2	3	0	0	0	4	7	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	5	3	1	1	0	0	0	0	4	2	3	0	0	0	4	7	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	3	5	3	1	1	0	0	0	0	4	2	3	0	0	0	4	7	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	49306.49	40683.418	51202.54	44549.367	39990.906	45734.67	0.0	0.0	0.0	0.0	0.0	0.0	41307.965	0.0	0.0	0.0	0.0	0.0	43710.703	45875.973	39783.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58836.055	0.0	0.0	52561.52	47189.72	53964.887	0.0	0.0	0.0	0.0	0.0	0.0	48204.336	0.0	46612.36	0.0	0.0	0.0	0.0	54130.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
