Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1_1 Spectral Count	InGel_1_2 Spectral Count	InGel_1_3 Spectral Count	InGel_1_4 Spectral Count	InGel_1_5 Spectral Count	InGel_1_6 Spectral Count	InGel_2_1 Spectral Count	InGel_2_2 Spectral Count	InGel_2_3 Spectral Count	InGel_2_4 Spectral Count	InGel_2_5 Spectral Count	InGel_2_6 Spectral Count	InTip_1_1 Spectral Count	InTip_1_2 Spectral Count	InTip_1_3 Spectral Count	InTip_1_4 Spectral Count	InTip_1_5 Spectral Count	InTip_1_6 Spectral Count	InTip_2_1 Spectral Count	InTip_2_2 Spectral Count	InTip_2_3 Spectral Count	InTip_2_4 Spectral Count	InTip_2_5 Spectral Count	InTip_2_6 Spectral Count	InGel_1_1 Unique Spectral Count	InGel_1_2 Unique Spectral Count	InGel_1_3 Unique Spectral Count	InGel_1_4 Unique Spectral Count	InGel_1_5 Unique Spectral Count	InGel_1_6 Unique Spectral Count	InGel_2_1 Unique Spectral Count	InGel_2_2 Unique Spectral Count	InGel_2_3 Unique Spectral Count	InGel_2_4 Unique Spectral Count	InGel_2_5 Unique Spectral Count	InGel_2_6 Unique Spectral Count	InTip_1_1 Unique Spectral Count	InTip_1_2 Unique Spectral Count	InTip_1_3 Unique Spectral Count	InTip_1_4 Unique Spectral Count	InTip_1_5 Unique Spectral Count	InTip_1_6 Unique Spectral Count	InTip_2_1 Unique Spectral Count	InTip_2_2 Unique Spectral Count	InTip_2_3 Unique Spectral Count	InTip_2_4 Unique Spectral Count	InTip_2_5 Unique Spectral Count	InTip_2_6 Unique Spectral Count	InGel_1_1 Total Spectral Count	InGel_1_2 Total Spectral Count	InGel_1_3 Total Spectral Count	InGel_1_4 Total Spectral Count	InGel_1_5 Total Spectral Count	InGel_1_6 Total Spectral Count	InGel_2_1 Total Spectral Count	InGel_2_2 Total Spectral Count	InGel_2_3 Total Spectral Count	InGel_2_4 Total Spectral Count	InGel_2_5 Total Spectral Count	InGel_2_6 Total Spectral Count	InTip_1_1 Total Spectral Count	InTip_1_2 Total Spectral Count	InTip_1_3 Total Spectral Count	InTip_1_4 Total Spectral Count	InTip_1_5 Total Spectral Count	InTip_1_6 Total Spectral Count	InTip_2_1 Total Spectral Count	InTip_2_2 Total Spectral Count	InTip_2_3 Total Spectral Count	InTip_2_4 Total Spectral Count	InTip_2_5 Total Spectral Count	InTip_2_6 Total Spectral Count	InGel_1_1 Intensity	InGel_1_2 Intensity	InGel_1_3 Intensity	InGel_1_4 Intensity	InGel_1_5 Intensity	InGel_1_6 Intensity	InGel_2_1 Intensity	InGel_2_2 Intensity	InGel_2_3 Intensity	InGel_2_4 Intensity	InGel_2_5 Intensity	InGel_2_6 Intensity	InTip_1_1 Intensity	InTip_1_2 Intensity	InTip_1_3 Intensity	InTip_1_4 Intensity	InTip_1_5 Intensity	InTip_1_6 Intensity	InTip_2_1 Intensity	InTip_2_2 Intensity	InTip_2_3 Intensity	InTip_2_4 Intensity	InTip_2_5 Intensity	InTip_2_6 Intensity	InGel_1_1 MaxLFQ Intensity	InGel_1_2 MaxLFQ Intensity	InGel_1_3 MaxLFQ Intensity	InGel_1_4 MaxLFQ Intensity	InGel_1_5 MaxLFQ Intensity	InGel_1_6 MaxLFQ Intensity	InGel_2_1 MaxLFQ Intensity	InGel_2_2 MaxLFQ Intensity	InGel_2_3 MaxLFQ Intensity	InGel_2_4 MaxLFQ Intensity	InGel_2_5 MaxLFQ Intensity	InGel_2_6 MaxLFQ Intensity	InTip_1_1 MaxLFQ Intensity	InTip_1_2 MaxLFQ Intensity	InTip_1_3 MaxLFQ Intensity	InTip_1_4 MaxLFQ Intensity	InTip_1_5 MaxLFQ Intensity	InTip_1_6 MaxLFQ Intensity	InTip_2_1 MaxLFQ Intensity	InTip_2_2 MaxLFQ Intensity	InTip_2_3 MaxLFQ Intensity	InTip_2_4 MaxLFQ Intensity	InTip_2_5 MaxLFQ Intensity	InTip_2_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q61070|EI24_MOUSE	Q61070	EI24_MOUSE	Ei24	340	Mus musculus OX=10090	1:Experimental evidence at protein level	Etoposide-induced protein 2.4	0.9213	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37764.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61074|PPM1G_MOUSE	Q61074	PPM1G_MOUSE	Ppm1g	542	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein phosphatase 1G	1.0	0.999	7	60	60	60	2	2	2	1	3	1	5	2	1	4	2	2	3	1	1	2	2	1	4	2	3	5	3	6	2	2	2	1	3	1	5	2	1	4	2	2	3	1	1	2	2	1	4	2	3	5	3	6	2	2	2	1	3	1	5	2	1	4	2	2	3	1	1	2	2	1	4	2	3	5	3	6	71833.086	55247.934	69391.984	54739.098	91418.87	65123.496	71397.26	62811.082	52955.85	41327.344	87226.47	58435.45	49313.258	40585.168	57157.895	51426.832	51474.445	41951.78	92879.73	56472.203	85804.51	79084.31	89246.95	82707.836	0.0	0.0	0.0	0.0	0.0	0.0	82789.22	0.0	0.0	50244.344	0.0	0.0	66814.27	0.0	0.0	60747.77	0.0	0.0	104325.68	71974.28	0.0	88676.64	92266.71	91007.586	
sp|Q61081|CDC37_MOUSE	Q61081	CDC37_MOUSE	Cdc37	379	Mus musculus OX=10090	1:Experimental evidence at protein level	Hsp90 co-chaperone Cdc37	1.0	0.999	16	220	220	220	7	10	6	4	6	4	9	9	8	8	9	9	13	6	8	12	11	13	9	14	11	16	12	6	7	10	6	4	6	4	9	9	8	8	9	9	13	6	8	12	11	13	9	14	11	16	12	6	7	10	6	4	6	4	9	9	8	8	9	9	13	6	8	12	11	13	9	14	11	16	12	6	146313.38	128524.414	148862.25	123919.84	159114.06	147438.8	172133.81	71711.234	155248.61	141801.28	194083.97	163545.03	99335.67	64130.215	92806.22	88688.01	39850.85	93660.49	213947.5	88794.73	209470.19	197426.83	97361.06	171671.6	106192.49	95985.87	110150.69	91350.36	128422.33	104983.914	104006.375	100273.484	111493.945	93696.0	121756.89	99503.14	80845.09	63310.22	80960.88	72013.484	85348.43	82591.914	164811.58	111058.52	172337.1	138036.39	141946.6	148390.16	
sp|Q61093|CY24B_MOUSE	Q61093	CY24B_MOUSE	Cybb	570	Mus musculus OX=10090	1:Experimental evidence at protein level	Cytochrome b-245 heavy chain	0.9997	0.999	2	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	2	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63376.207	0.0	93269.99	59057.98	62501.633	18016.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43919.254	0.0	66470.81	37861.11	38271.45	0.0	
sp|Q61102|ABCB7_MOUSE	Q61102	ABCB7_MOUSE	Abcb7	752	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP-binding cassette sub-family B member 7, mitochondrial	1.0	0.999	12	228	228	228	10	7	8	11	3	7	8	5	8	6	7	7	14	17	17	21	12	14	7	5	0	16	12	6	10	7	8	11	3	7	8	5	8	6	7	7	14	17	17	21	12	14	7	5	0	16	12	6	10	7	8	11	3	7	8	5	8	6	7	7	14	17	17	21	12	14	7	5	0	16	12	6	295160.9	305387.94	307211.28	296407.66	84295.336	282786.56	119353.57	127894.16	211822.03	193673.4	188020.89	218632.31	257565.97	250363.38	267504.2	256147.38	237794.22	255047.97	173439.45	112599.51	0.0	155461.62	155876.8	158219.39	122815.91	119180.875	123262.17	121323.19	83348.53	110522.85	84811.03	80040.92	87723.62	79813.22	78392.59	89417.33	102441.445	98681.47	100879.77	103057.086	96804.93	101528.484	72708.75	70376.11	0.0	69769.14	66319.14	67135.35	
sp|Q61107|GBP4_MOUSE	Q61107	GBP4_MOUSE	Gbp4	620	Mus musculus OX=10090	1:Experimental evidence at protein level	Guanylate-binding protein 4	1.0	0.999	5	74	74	74	0	0	0	0	0	0	3	6	4	2	4	3	0	0	0	1	0	0	10	9	7	13	7	5	0	0	0	0	0	0	3	6	4	2	4	3	0	0	0	1	0	0	10	9	7	13	7	5	0	0	0	0	0	0	3	6	4	2	4	3	0	0	0	1	0	0	10	9	7	13	7	5	0.0	0.0	0.0	0.0	0.0	0.0	29878.35	50921.35	49213.945	12094.348	62033.35	24053.07	0.0	0.0	0.0	0.0	0.0	0.0	83579.336	66803.25	97797.09	68480.234	69326.164	73559.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35823.91	35317.418	16946.668	44546.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58735.332	48345.8	68155.57	48304.87	48646.492	53000.21	
sp|Q61129|CFAI_MOUSE	Q61129	CFAI_MOUSE	Cfi	603	Mus musculus OX=10090	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	8	60	60	60	0	0	0	0	0	0	2	6	2	3	2	1	3	3	1	4	2	3	4	8	5	4	4	3	0	0	0	0	0	0	2	6	2	3	2	1	3	3	1	4	2	3	4	8	5	4	4	3	0	0	0	0	0	0	2	6	2	3	2	1	3	3	1	4	2	3	4	8	5	4	4	3	0.0	0.0	0.0	0.0	0.0	0.0	70215.484	92484.37	86270.5	82458.36	73407.29	84645.734	64402.07	66245.37	44313.816	75103.94	68564.96	68829.31	95181.33	84735.88	108488.06	81741.16	64994.477	112624.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92678.52	0.0	0.0	76151.59	0.0	45630.2	47054.523	0.0	55051.055	48700.87	49012.613	70618.08	60925.914	75822.06	60116.734	66326.12	84211.6	
sp|Q61133|GSTT2_MOUSE	Q61133	GSTT2_MOUSE	Gstt2	244	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutathione S-transferase theta-2	1.0	0.999	12	291	291	301	4	4	3	6	0	5	8	14	8	14	9	14	23	17	21	18	17	18	15	14	12	15	12	20	4	4	3	6	0	5	8	14	8	14	9	14	23	17	21	18	17	18	15	14	12	15	12	20	4	5	4	6	0	5	10	15	8	14	9	15	23	17	21	18	17	18	15	14	13	15	13	22	78697.4	168898.89	69085.37	135582.48	0.0	88803.33	295504.28	457203.78	495240.88	505849.7	424941.3	483412.47	761841.6	835609.7	482829.6	731058.4	433631.12	465070.28	268735.44	684452.0	186532.69	319984.28	614443.2	386327.4	38202.645	78831.75	0.0	68576.71	0.0	44723.336	145452.77	210333.8	208665.92	215068.78	203769.77	235129.33	386902.3	396311.4	391512.44	349838.97	362899.25	383328.4	229507.34	317265.0	162785.12	262843.94	283606.53	193074.69	
sp|Q61136|PRP4B_MOUSE	Q61136	PRP4B_MOUSE	Prpf4b	1007	Mus musculus OX=10090	1:Experimental evidence at protein level	Serine/threonine-protein kinase PRP4 homolog	0.9825	0.999	3	21	21	21	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	3	0	1	1	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	3	0	1	1	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	3	0	1	1	1	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35688.855	34429.03	32503.307	47027.383	42552.055	41103.77	0.0	83275.2	43750.84	92396.36	78451.336	66202.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78451.336	66202.08	
sp|Q61147|CERU_MOUSE	Q61147	CERU_MOUSE	Cp	1061	Mus musculus OX=10090	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	32	509	485	509	8	9	8	10	6	19	12	26	16	13	26	20	16	22	19	13	17	21	34	55	19	49	45	26	7	8	8	10	6	18	11	24	14	12	24	18	16	21	18	13	16	21	34	52	19	47	44	24	8	9	8	10	6	19	12	26	16	13	26	20	16	22	19	13	17	21	34	55	19	49	45	26	232983.53	230673.69	199070.88	225967.06	238542.31	251415.31	405710.8	486635.75	380345.9	398631.47	524362.5	374737.5	231683.83	274326.0	274558.06	221936.72	226933.38	254955.0	400109.62	386298.53	405447.47	291816.3	393766.44	383935.9	109947.29	105701.79	69137.81	105865.25	108690.05	111661.02	166620.98	201006.81	162368.67	162896.97	215077.5	153992.1	100248.9	115623.68	108356.375	101901.33	105258.92	110312.21	135348.11	156103.52	140474.92	128633.26	158889.44	139259.12	
sp|Q61151|2A5E_MOUSE	Q61151	2A5E_MOUSE	Ppp2r5e	467	Mus musculus OX=10090	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	1.0	0.999	9	32	31	33	2	0	0	0	0	0	2	1	2	4	2	2	2	1	2	1	1	1	1	2	1	4	1	0	2	0	0	0	0	0	2	1	1	4	2	2	2	1	2	1	1	1	1	2	1	4	1	0	3	0	0	0	0	0	2	1	2	4	2	2	2	1	2	1	1	1	1	2	1	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	52686.41	0.0	56422.438	60612.883	0.0	52190.156	71551.75	62372.88	70910.85	0.0	63019.176	63455.96	0.0	46023.906	0.0	33300.42	0.0	0.0	33554.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79944.086	81182.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68992.64	0.0	47182.86	0.0	0.0	
sp|Q61166|MARE1_MOUSE	Q61166	MARE1_MOUSE	Mapre1	268	Mus musculus OX=10090	1:Experimental evidence at protein level	Microtubule-associated protein RP/EB family member 1	1.0	0.999	8	112	112	112	1	4	1	3	1	1	7	8	5	6	8	7	5	2	6	11	4	4	5	4	5	5	6	3	1	4	1	3	1	1	7	8	5	6	8	7	5	2	6	11	4	4	5	4	5	5	6	3	1	4	1	3	1	1	7	8	5	6	8	7	5	2	6	11	4	4	5	4	5	5	6	3	0.0	70051.97	14486.736	56067.016	33570.598	22339.37	158994.55	154171.52	137186.67	138975.14	144329.44	143128.81	129850.9	49660.9	99660.71	122178.3	102251.57	119579.3	147091.38	155828.97	151369.3	158556.34	149170.19	131878.6	0.0	51131.58	0.0	47029.062	0.0	0.0	80146.125	77639.84	71385.375	70326.24	72567.46	76015.99	62663.332	0.0	65814.37	59386.5	66918.555	59305.688	90346.98	78434.11	85767.77	74144.07	75289.55	81479.125	
sp|Q61171|PRDX2_MOUSE	Q61171	PRDX2_MOUSE	Prdx2	198	Mus musculus OX=10090	1:Experimental evidence at protein level	Peroxiredoxin-2	1.0	0.999	13	457	451	457	7	9	7	11	4	7	8	19	11	13	9	12	33	41	30	29	28	26	20	32	24	20	31	26	7	9	7	11	4	7	8	18	11	12	9	12	33	39	30	29	28	26	20	32	23	20	31	25	7	9	7	11	4	7	8	19	11	13	9	12	33	41	30	29	28	26	20	32	24	20	31	26	2125822.0	2147487.5	1945067.5	2165405.2	1175205.1	2272367.0	2177448.5	2724668.2	1770347.5	2249764.2	2674657.8	2059356.5	1986594.2	2103085.0	1901968.0	1943408.1	1982452.9	2038130.2	2127186.5	2413023.8	2025573.5	1558169.8	2634096.5	2146984.2	1444713.1	1348439.9	1292646.1	1410224.2	701206.4	1450967.5	1474203.5	1882769.6	1586929.6	1541629.5	1664327.2	1365429.8	1185673.5	1271328.9	1083969.0	1104311.4	1124548.4	1154206.4	1475256.9	1830168.1	1600669.0	1673023.5	1961283.1	1731383.8	
sp|Q61176|ARGI1_MOUSE	Q61176	ARGI1_MOUSE	Arg1	323	Mus musculus OX=10090	1:Experimental evidence at protein level	Arginase-1	1.0	0.999	76	3960	3951	3960	51	49	57	62	33	58	113	147	133	103	123	113	232	213	212	263	262	219	218	278	208	302	264	247	50	48	55	59	32	57	113	147	133	103	123	113	232	213	212	263	262	219	218	278	208	302	264	247	51	49	57	62	33	58	113	147	133	103	123	113	232	213	212	263	262	219	218	278	208	302	264	247	4098527.2	5128392.0	5169604.0	5409996.0	2081606.5	4900070.5	9435348.0	1.3128441E7	1.2479024E7	1.1747706E7	1.2023127E7	9598100.0	8789067.0	8899339.0	8469989.0	9581676.0	1.0366565E7	8460293.0	6760556.0	1.038164E7	8059236.0	9313668.0	1.1221644E7	7691690.5	1933862.1	2331270.5	2292343.0	2740294.2	1053357.6	2347697.2	3393682.8	4183227.8	4063036.8	3748459.5	4264526.0	3269203.0	4483208.5	4436727.5	4146322.0	5311989.5	5365302.0	4575386.0	4091689.5	5315027.5	4436749.5	4904299.5	5264342.0	4791204.0	
sp|Q61183|PAPOA_MOUSE	Q61183	PAPOA_MOUSE	Papola	739	Mus musculus OX=10090	1:Experimental evidence at protein level	Poly(A) polymerase alpha	0.9213	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10177.6455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61187|TS101_MOUSE	Q61187	TS101_MOUSE	Tsg101	391	Mus musculus OX=10090	1:Experimental evidence at protein level	Tumor susceptibility gene 101 protein	1.0	0.999	5	37	37	37	0	0	1	1	1	0	1	1	3	0	4	1	2	2	3	2	3	3	2	2	2	1	1	1	0	0	1	1	1	0	1	1	3	0	4	1	2	2	3	2	3	3	2	2	2	1	1	1	0	0	1	1	1	0	1	1	3	0	4	1	2	2	3	2	3	3	2	2	2	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	80316.9	119334.37	79230.484	0.0	79297.89	141932.5	111362.58	117095.56	123614.54	116172.51	125302.05	125922.2	165781.03	155995.61	162951.78	126560.9	140467.36	152826.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113410.48	117510.89	125012.586	116172.51	119234.56	128033.18	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61189|ICLN_MOUSE	Q61189	ICLN_MOUSE	Clns1a	236	Mus musculus OX=10090	1:Experimental evidence at protein level	Methylosome subunit pICln	1.0	0.999	2	32	32	32	0	0	0	0	0	0	1	1	1	0	0	3	5	4	4	3	2	2	0	3	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	3	5	4	4	3	2	2	0	3	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	3	5	4	4	3	2	2	0	3	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13605.053	18152.21	0.0	0.0	17125.865	98564.31	169556.55	213658.8	140021.23	16015.46	148312.81	0.0	81017.63	0.0	14440.292	93191.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100816.664	129200.336	156047.95	126121.96	0.0	124882.53	0.0	77089.22	0.0	0.0	0.0	0.0	
sp|Q61191|HCFC1_MOUSE	Q61191	HCFC1_MOUSE	Hcfc1	2045	Mus musculus OX=10090	1:Experimental evidence at protein level	Host cell factor 1	1.0	0.999	9	39	39	39	1	1	3	3	1	1	3	0	1	2	1	2	3	1	2	4	3	3	2	1	0	0	1	0	1	1	3	3	1	1	3	0	1	2	1	2	3	1	2	4	3	3	2	1	0	0	1	0	1	1	3	3	1	1	3	0	1	2	1	2	3	1	2	4	3	3	2	1	0	0	1	0	31388.264	0.0	59930.31	63480.38	62168.64	59187.7	0.0	0.0	0.0	0.0	0.0	0.0	42335.926	0.0	45310.285	51476.65	50660.746	51500.285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102018.734	0.0	0.0	38809.26	0.0	0.0	0.0	0.0	42535.098	66017.35	0.0	0.0	77876.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61194|P3C2A_MOUSE	Q61194	P3C2A_MOUSE	Pik3c2a	1686	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	0.9995	0.9958	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13056.54	0.0	11002.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61206|PA1B2_MOUSE	Q61206	PA1B2_MOUSE	Pafah1b2	229	Mus musculus OX=10090	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit beta	1.0	0.999	3	85	85	85	0	0	0	0	0	0	3	3	3	1	5	3	4	3	3	3	4	6	7	10	6	7	7	7	0	0	0	0	0	0	3	3	3	1	5	3	4	3	3	3	4	6	7	10	6	7	7	7	0	0	0	0	0	0	3	3	3	1	5	3	4	3	3	3	4	6	7	10	6	7	7	7	0.0	0.0	0.0	0.0	0.0	0.0	23744.588	28742.754	17935.283	24578.812	19843.201	32563.86	164744.77	161355.48	144068.81	205739.06	195980.73	234182.42	79991.95	143479.88	38286.64	132844.34	90882.34	89210.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106138.22	93301.77	83764.055	127857.42	121469.31	148233.97	54067.895	81251.14	73790.266	76638.16	54803.746	70711.805	
sp|Q61207|SAP_MOUSE	Q61207	SAP_MOUSE	Psap	557	Mus musculus OX=10090	1:Experimental evidence at protein level	Prosaposin	1.0	0.999	8	109	109	109	2	3	2	1	3	4	3	3	4	3	2	5	9	7	6	12	5	7	1	7	3	6	9	2	2	3	2	1	3	4	3	3	4	3	2	5	9	7	6	12	5	7	1	7	3	6	9	2	2	3	2	1	3	4	3	3	4	3	2	5	9	7	6	12	5	7	1	7	3	6	9	2	76306.8	159129.56	166311.4	72096.4	63071.168	78582.88	191335.66	259385.12	234743.6	202037.03	162902.6	233363.0	135358.4	190535.9	148690.45	147296.22	126582.05	140501.61	40794.156	190618.83	41018.16	48246.223	188345.88	38593.867	97639.94	92860.26	97621.07	0.0	0.0	92102.99	115637.25	150577.73	141248.06	118409.84	204437.95	138766.22	76418.08	107450.52	82074.18	85544.88	66696.055	78361.89	0.0	102311.46	49958.812	54285.39	101638.86	45930.406	
sp|Q61210|ARHG1_MOUSE	Q61210	ARHG1_MOUSE	Arhgef1	920	Mus musculus OX=10090	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 1	1.0	0.999	6	36	36	36	1	0	1	0	0	0	3	3	2	1	0	2	2	1	3	2	2	1	2	1	2	4	1	2	1	0	1	0	0	0	3	3	2	1	0	2	2	1	3	2	2	1	2	1	2	4	1	2	1	0	1	0	0	0	3	3	2	1	0	2	2	1	3	2	2	1	2	1	2	4	1	2	0.0	0.0	0.0	0.0	0.0	0.0	34755.3	36272.496	33334.31	29700.877	0.0	33682.566	44753.617	37438.77	48280.168	48216.03	53047.848	54262.867	36347.793	27757.793	19713.479	35583.68	30018.344	37593.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46062.566	0.0	49408.203	45776.35	53047.848	0.0	0.0	0.0	0.0	35583.68	0.0	0.0	
sp|Q61233|PLSL_MOUSE	Q61233	PLSL_MOUSE	Lcp1	627	Mus musculus OX=10090	1:Experimental evidence at protein level	Plastin-2	1.0	0.999	40	926	734	926	20	24	19	28	15	17	29	45	38	36	43	42	57	49	50	56	62	53	29	54	31	38	52	39	17	18	14	18	14	14	22	31	28	28	32	27	46	40	43	43	54	47	24	41	26	32	42	33	20	24	19	28	15	17	29	45	38	36	43	42	57	49	50	56	62	53	29	54	31	38	52	39	540460.2	543875.9	536381.94	550038.2	577358.2	516440.66	505278.06	696181.5	575756.2	636393.3	746814.75	656726.4	452587.3	462959.28	494120.53	436770.3	409471.94	464452.47	516616.56	631088.3	539366.25	433248.25	708618.9	578188.75	314345.72	307578.66	317754.53	320873.84	419093.03	294796.2	259219.4	354174.9	311425.38	317233.22	349570.97	325098.2	324138.56	338293.8	328209.12	327744.2	316418.4	327052.16	363525.47	381110.06	384130.94	292021.25	369330.34	355643.16	
sp|Q61234|SNTA1_MOUSE	Q61234	SNTA1_MOUSE	Snta1	503	Mus musculus OX=10090	1:Experimental evidence at protein level	Alpha-1-syntrophin	0.8912	0.998	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61235|SNTB2_MOUSE	Q61235	SNTB2_MOUSE	Sntb2	520	Mus musculus OX=10090	1:Experimental evidence at protein level	Beta-2-syntrophin	0.9995	0.999	2	13	13	13	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	71463.805	0.0	52179.957	64155.207	55386.46	0.0	0.0	0.0	91289.37	80657.18	76700.45	0.0	0.0	0.0	0.0	52943.812	0.0	52395.535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
